title,budget,production_companies,genres,keywords,overview,vote_count,vote_average
Samantha: An American Girl Holiday,0,[],"['drama', 'family']",[],"Kindhearted Samantha Parkington's world starts to change the day Nellie O'Malley walks into her life. Nellie, her father, and her two little sisters have moved in next door to be servants for the Ryland family. Though they come from completely different backgrounds, Samantha and Nellie become fast friends. The girls turn to each other in happiness and sorrow, adventure and danger.",9,4.6
Yesterday Was a Lie,0,[],"['drama', 'mystery', 'science fiction', 'thriller']",['independent film'],"Hoyle a girl with a sharp mind and a weakness for bourbon -- finds herself on the trail of a reclusive genius. But her work takes a series of unforeseen twists as events around her grow increasingly fragmented... disconnected... surreal. With an ethereal lounge singer and her loyal partner as her only allies, Hoyle is plunged into a dark world of intrigue and earth-shattering cosmological secrets. Haunted by an ever-present shadow whom she is destined to face, Hoyle discovers that the most powerful force in the universe -- the power to bend reality, the power to know the truth -- lies within the depths of the human heart.",4,6.0
Theresa Is a Mother,0,"['Garden Thieves Pictures', 'A May Sky Picture Entertainment']","['music', 'comedy', 'drama']",[],"Singer/songwriter and single mother Theresa McDermott has finally hit the end of the line in NYC. Unable to make ends meet, she is forced to pack up her life and her 3 girls and move back to the small town and parents she ran from a decade ago. Teresa needs a job, her parents need their space and a family tragedy that was never dealt with from years past needs closure. Old wounds, unattainable dreams and a few other things expose themselves as a fractured family works to become whole and a single mom, a responsible mother.",0,0.0
H.,0,[],"['thriller', 'drama', 'science fiction']",['woman director'],"H. is a modern interpretation of a classic Greek tragedy in which two women, each named Helen, live out their mirrored lives of one another in the town of Troy, NY.  The first Helen is in her 60s, lives with her husband Roy, and takes care of a small, extremely lifelike baby doll called a Reborn Doll, which she cares for as a living baby.  The second Helen is in her 30s, has a successful art career with her partner Alex, and is four months pregnant.  One night, something falls out of the sky and explodes over the town. In the aftermath of this event, bizarre and unexplainable things begin to happen.  Many people in the town go missingHelens husband being one of themand unnatural cloud formations begin appearing in the sky.  Meanwhile, the two Helens find themselves, and their lives spinning out of control.",4,6.5
Archaeology of a Woman,0,[],['drama'],['woman director'],A woman's dementia uncovers secrets of a 30-year-old crime as her daughter struggles to deal with the fallout,0,0.0
Children of Heaven,180000,['The Institute for the Intellectual Development of Children & Young Adults'],"['drama', 'comedy', 'family']","['brother sister relationship', 'class', 'foot race']","Zohre's shoes are gone; her older brother Ali lost them. They are poor, there are no shoes for Zohre until they come up with an idea: they will share one pair of shoes, Ali's. School awaits...",112,7.8
Weekend,8000,"['EM Media', 'The Bureau', 'Glendale Picture Company']","['drama', 'romance']","['gay', 'great britain', 'one-night stand']","After a drunken house party with his straight mates, Russell heads out to a gay club. Just before closing time he picks up Glen but what's expected to be just a one-night stand becomes something else, something special.",163,7.4
She's Gotta Have It,0,['40 Acres & A Mule Filmworks'],"['comedy', 'romance']","['independent film', 'lesbian']","The story of Nola Darling's simultaneous sexual relationships with three different men is told by her and by her partners and other friends. All three men wanted her to commit solely to them; Nola resists being ""owned"" by a single partner.",25,6.1
Butterfly Girl,0,[],['documentary'],['woman director'],"Abbie came of age in honky tonks, defying her life threatening disease, but all the while longing for an identity of her own. Now that she is 18, how much is she willing to sacrifice for her independence?",0,0.0
The World Is Mine,0,[],['drama'],[],"Larisa is 16 and lives in a city by the sea. It's a small city, where gossip and news spread fast. It's a city where your image and influence, ""manelele"", money and power are all that matters. And Larisa_ wants it all. And even if she doesn't have it, she fights for it. Larisa believes in herself. She knows that she deserves better. She is convinced that it's worth doing everything it takes to fulfill her dreams. And for her courage and recklessness - we love her.",0,0.0
Another Earth,100000,['Artists Public Domain'],"['drama', 'science fiction']","['earth', 'tragedy', 'janitor']","On the night of the discovery of a duplicate Earth in the Solar system, an ambitious young student and an accomplished composer cross paths in a tragic accident.",527,6.8
Sweet Sweetback's Baadasssss Song,150000,['Yeah'],"['action', 'drama', 'romance']","['mexico', 'black people', 'pimp']","After saving a Black Panther from some racist cops, a black male prostitute goes on the run from ""the man"" with the help of the ghetto community and some disillusioned Hells Angels.",18,4.6
Perfect Cowboy,200,[],['drama'],[],"Two gay fathers of a straight country western singers, all living in a rural community and playing music together. Jimmy Poole gets out of prison and kicks his step-son Mark out of the family's band.",1,5.0
Tadpole,150000,"['IFC Productions', 'InDigEnt (Independent Digital Entertainment)', 'Miramax']","['comedy', 'drama', 'romance']",['independent film'],"Beautiful, sophisticated women are all over Oscar Grubman. He is sensitive and compassionate, speaks French fluently, is passionate about Voltaire, and thinks the feature that tells the most about a woman is her hands. On the train home from Chauncey Academy for the Thanksgiving weekend, Oscar confides in his best friend that he has plans for this vacation--he will win the heart of his true love. But there is one major problem--Oscar's true love is his stepmother Eve. Oscar is certain that he could be a better mate to Eve than his work-obsessed father. He fails to win Eve's heart and is consequently dejected. Oscar's path to his true love is further crossed by Diane, Eve's best friend who, one night while wearing Eve's borrowed perfumed scarf, offers him temporary comfort in an unconventional tryst. For Diane, Oscar fills a void in her life. For Oscar, Diane is somewhat of a distraction, as his continued pursuit of Eve leads to an unexpected resolution.",19,5.5
Once,160000,"['Summit Entertainment', 'Samson Films', 'RTE']","['drama', 'music', 'romance']","['rock and roll', 'pop', 'irland']","A vacuum repairman moonlights as a street musician and hopes for his big break. One day a Czech immigrant, who earns a living selling flowers, approaches him with the news that she is also an aspiring singer-songwriter. The pair decide to collaborate, and the songs that they compose reflect the story of their blossoming love.",453,7.3
The Woman Chaser,0,[],['drama'],"['charles willeford', 'used car salesman']",A 1950s used-car salesman (Patrick Warburton) wants to make a low-budget film about a trucker who accidentally runs down a child.,4,4.9
The Horse Boy,0,[],['documentary'],"['autism', 'independent film']","Filmmaker Michel Orion Scott captures a magical journey into a little-known world, in a documentary which chronicles Rupert Isaacson and Kristin Neff's personal odyssey to make sense of their child's autism, and find healing for him and themselves in the unlikeliest of places.",2,5.5
When the Lights Went Out,0,['Kintop Pictures'],"['thriller', 'drama', 'horror']","['newspaper', 'exorcism', 'poltergeist']","Yorkshire, 1974, the Maynard family moves into their dream house. It's a dream that quickly descends into a panic stricken nightmare as the family discovers a horrifying truth, a truth that will make the history books. The house is already occupied by the most violent poltergeist ever documented, a poltergeist that will tear you from your bed as you sleep and drag you helplessly into the darkness.",49,5.8
