talk_id,title,topics,description
5162,How China is changing the future of shopping,"['china', 'business', 'innovation', 'mobility', 'socialchange', 'future', 'society', 'technology', 'internet', 'shopping']","China is a huge laboratory of innovation, says retail expert Angela Wang, and in this lab, everything takes place on people's phones. Five hundred million Chinese consumers -- the equivalent of the combined populations of the US, UK and Germany -- regularly make purchases via mobile platforms, even in brick-and-mortar stores. What will this transformation mean for the future of shopping? Learn more about the new business-as-usual, where everything is ultra-convenient, ultra-flexible and ultra-social."
37382,"""East Virginia"" / ""John Brown's Dream""","['music', 'livemusic', 'vocals', 'performance', 'history']","In a mesmerizing set, musician Nora Brown breathes new life into two old-time banjo tunes: ""East Virginia"" and ""John Brown's Dream."" An evocative performance paired with a quick history of the banjo's evolution."
2611,"""St. James Infirmary Blues""","['art', 'music', 'livemusic', 'performance', 'singer', 'vocals', 'entertainment']","Singer Rhiannon Giddens joins international music collective Silk Road Ensemble to perform ""St. James Infirmary Blues,"" spiking the American folk song that Louis Armstrong popularized in the 1920s with Romani influence and mischievous energy."
828,The tradeoffs of building green,"['business', 'culture', 'green', 'technology', 'electricity']","In a short, funny, data-packed talk at TED U, Catherine Mohr walks through all the geeky decisions she made when building a green new house -- looking at real energy numbers, not hype. What choices matter most? Not the ones you think."
31,How architecture can connect us,"['architecture', 'cities', 'culture', 'design', 'invention']","Architect Thom Mayne has never been one to take the easy option, and this whistle-stop tour of the buildings he's created makes you glad for it. These are big ideas cast in material form."
2694,The data behind Hollywood's sexism,"['activism', 'art', 'business', 'communication', 'film', 'data', 'inequality', 'movies', 'women', 'society', 'socialchange', 'entertainment']","Where are all the women and girls in film? Social scientist Stacy Smith analyzes how the media underrepresents and portrays women -- and the potentially destructive effects those portrayals have on viewers. She shares hard data behind gender bias in Hollywood, where on-screen males outnumber females three to one (and behind-the-camera workers fare even worse.)"
1484,What's your 200-year plan?,"['tedx', 'art', 'entertainment', 'goal-setting', 'life', 'socialmedia', 'storytelling', 'technology']","You might have a 5-year plan, but what about a 200-year plan? Artist Raghava KK has set his eyes on an ultra-long-term horizon; at TEDxSummit, he shows how it helps guide today's choices and tomorrow's goals -- and encourages you to make your own 200-year plan too."
16159,Why fascism is so tempting -- and how your data could power it,"['algorithm', 'ai', 'biotech', 'democracy', 'future', 'government', 'history', 'humanity', 'leadership', 'politics', 'socialchange', 'society', 'technology']","In a profound talk about technology and power, author and historian Yuval Noah Harari explains the important difference between fascism and nationalism -- and what the consolidation of our data means for the future of democracy. Appearing as a hologram live from Tel Aviv, Harari warns that the greatest danger that now faces liberal democracy is that the revolution in information technology will make dictatorships more efficient and capable of control. ""The enemies of liberal democracy hack our feelings of fear and hate and vanity, and then use these feelings to polarize and destroy,"" Harari says. ""It is the responsibility of all of us to get to know our weaknesses and make sure they don't become weapons."" (Followed by a brief conversation with TED curator Chris Anderson)"
159,Aid for Africa? No thanks.,"['africa', 'business', 'globalissues', 'investment', 'philanthropy', 'technology', 'globaldevelopment']","In this provocative talk, journalist Andrew Mwenda asks us to reframe the ""African question"" -- to look beyond the media's stories of poverty, civil war and helplessness and see the opportunities for creating wealth and happiness throughout the continent."
2695,Nationalism vs. globalism: the new political divide,"['bigproblems', 'climatechange', 'collaboration', 'democracy', 'future', 'economics', 'globaldevelopment', 'globalissues', 'history', 'humanity', 'identity', 'government', 'humanorigins', 'intelligence', 'media', 'news', 'politics', 'socialchange', 'society', 'technology', 'violence', 'war']","How do we make sense of today's political divisions? In a wide-ranging conversation full of insight, historian Yuval Harari places our current turmoil in a broader context, against the ongoing disruption of our technology, climate, media -- even our notion of what humanity is for. This is the first of a series of TED Dialogues, seeking a thoughtful response to escalating political divisiveness. Make time (just over an hour) for this fascinating discussion between Harari and TED curator Chris Anderson."
2327,This tennis icon paved the way for women in sports,"['lgbt', 'feminism', 'inequality', 'interview', 'socialchange', 'sports', 'women', 'genderequality']","Tennis legend Billie Jean King isn't just a pioneer of women's tennis -- she's a pioneer for women getting paid. In this freewheeling conversation, she talks about identity, the role of sports in social justice and the famous Battle of the Sexes match against Bobby Riggs."
2686,How racism harms pregnant women -- and what can help,"['activism', 'children', 'community', 'communication', 'family', 'health', 'healthcare', 'humanity', 'inequality', 'illness', 'medicine', 'medicalresearch', 'parenting', 'race', 'society', 'socialchange', 'women', 'pregnancy']","Racism is making people sick -- especially black women and babies, says Miriam Zoila P̩rez. The doula turned journalist explores the relationship between race, class and illness and tells us about a radically compassionate prenatal care program that can buffer pregnant women from the stress that people of color face every day."
